CustomerID,Tenure,InternetService,Contract,MonthlyCharges,TotalCharges,PaymentMethod,Churn,TenureBucket,HighRiskCustomer,RevenueSegment
C03732,59,fiber optic,month-to-month,101.67,6251.31,electronic check,no,49-72 Months,No,High Value
C03733,21,dsl,one year,52.67,1254.69,electronic check,no,13-24 Months,No,Medium Value
C03734,32,fiber optic,month-to-month,63.98,2322.25,credit card,yes,25-48 Months,No,Medium Value
C03735,31,dsl,two year,72.91,1933.42,electronic check,no,25-48 Months,No,Medium Value
C03736,25,no internet,month-to-month,56.03,1458.85,electronic check,no,25-48 Months,No,Medium Value
C03737,14,no internet,month-to-month,44.73,554.02,bank transfer,yes,13-24 Months,No,Medium Value
C03738,36,fiber optic,month-to-month,82.38,3153.18,electronic check,yes,25-48 Months,No,High Value
C03739,38,fiber optic,month-to-month,32.72,1390.0,credit card,yes,25-48 Months,No,Low Value
C03740,62,fiber optic,one year,103.43,5856.85,credit card,no,49-72 Months,No,High Value
C03741,54,fiber optic,month-to-month,59.13,2753.41,electronic check,no,49-72 Months,No,Medium Value
C03742,35,dsl,two year,110.99,4462.86,electronic check,no,25-48 Months,No,High Value
C03743,70,dsl,month-to-month,69.19,4672.94,credit card,no,49-72 Months,No,Medium Value
C03744,19,fiber optic,month-to-month,72.04,1303.27,credit card,no,13-24 Months,No,Medium Value
C03745,4,dsl,one year,102.81,411.24,electronic check,no,0-12 Months,No,High Value
C03746,4,dsl,two year,113.23,480.15,electronic check,no,0-12 Months,No,High Value
C03747,52,dsl,month-to-month,49.53,2543.53,electronic check,no,49-72 Months,No,Medium Value
C03748,48,dsl,month-to-month,58.84,2871.95,credit card,no,25-48 Months,No,Medium Value
C03749,19,no internet,month-to-month,83.27,1610.22,credit card,no,13-24 Months,No,High Value
C03750,23,fiber optic,month-to-month,85.53,1931.91,credit card,yes,13-24 Months,No,High Value
C03751,3,dsl,month-to-month,69.47,202.32,electronic check,no,0-12 Months,No,Medium Value
C03752,4,dsl,one year,82.58,366.96,electronic check,no,0-12 Months,No,High Value
C03753,8,dsl,month-to-month,70.21,223.53,bank transfer,yes,0-12 Months,No,Medium Value
C03754,48,dsl,month-to-month,95.11,5223.33,electronic check,no,25-48 Months,No,High Value
C03755,54,dsl,one year,56.4,3253.66,credit card,no,49-72 Months,No,Medium Value
C03756,18,fiber optic,one year,97.0,1699.9,credit card,no,13-24 Months,No,High Value
C03757,34,dsl,month-to-month,55.52,2162.79,electronic check,yes,25-48 Months,No,Medium Value
C03758,58,fiber optic,month-to-month,99.56,4961.99,electronic check,yes,49-72 Months,No,High Value
C03759,7,dsl,one year,76.59,552.25,mailed check,yes,0-12 Months,No,Medium Value
C03760,23,dsl,month-to-month,71.33,1640.56,electronic check,no,13-24 Months,No,Medium Value
C03761,32,dsl,month-to-month,82.21,2374.91,credit card,no,25-48 Months,No,High Value
C03762,19,fiber optic,one year,25.12,455.4,bank transfer,no,13-24 Months,No,Low Value
C03763,20,unknown,two year,73.48,1656.62,electronic check,no,13-24 Months,No,Medium Value
C03764,40,dsl,month-to-month,75.18,3427.43,electronic check,yes,25-48 Months,No,Medium Value
C03765,9,fiber optic,month-to-month,63.72,595.66,bank transfer,yes,0-12 Months,Yes,Medium Value
C03766,60,fiber optic,month-to-month,70.77,4348.73,mailed check,yes,49-72 Months,No,Medium Value
C03767,0,fiber optic,one year,84.81,93.99,bank transfer,yes,0-12 Months,No,High Value
C03768,46,no internet,one year,116.89,5991.47,credit card,yes,25-48 Months,No,High Value
C03769,62,dsl,month-to-month,65.91,4442.55,electronic check,no,49-72 Months,No,Medium Value
C03770,17,dsl,two year,52.79,816.98,credit card,no,13-24 Months,No,Medium Value
C03771,3,dsl,month-to-month,51.6,136.9,mailed check,yes,0-12 Months,No,Medium Value
C03772,51,dsl,one year,61.79,3498.89,bank transfer,no,49-72 Months,No,Medium Value
C03773,18,dsl,one year,92.86,1671.48,bank transfer,no,13-24 Months,No,High Value
C03774,44,dsl,month-to-month,69.38,2821.75,credit card,no,25-48 Months,No,Medium Value
C03775,5,dsl,one year,40.44,220.85,electronic check,yes,0-12 Months,No,Medium Value
C03776,3,dsl,two year,85.58,230.69,credit card,yes,0-12 Months,No,High Value
C03777,1,dsl,two year,86.97,90.3,electronic check,no,0-12 Months,No,High Value
C03778,62,dsl,month-to-month,26.03,1386.89,credit card,no,49-72 Months,No,Low Value
C03779,12,fiber optic,month-to-month,26.53,334.32,credit card,no,0-12 Months,Yes,Low Value
C03780,3,fiber optic,month-to-month,50.69,172.0,mailed check,no,0-12 Months,Yes,Medium Value
C03781,12,no internet,one year,106.99,1194.89,mailed check,no,0-12 Months,No,High Value
C03782,15,no internet,one year,45.65,596.59,mailed check,no,13-24 Months,No,Medium Value
C03783,46,dsl,month-to-month,133.78,6781.24,electronic check,yes,25-48 Months,No,High Value
C03784,27,dsl,month-to-month,74.05,1964.57,bank transfer,no,25-48 Months,No,Medium Value
C03785,61,fiber optic,one year,39.63,2510.29,electronic check,no,49-72 Months,No,Low Value
C03786,57,fiber optic,month-to-month,38.82,2467.02,bank transfer,yes,49-72 Months,No,Low Value
C03787,34,no internet,month-to-month,58.41,1824.07,credit card,yes,25-48 Months,No,Medium Value
C03788,23,fiber optic,two year,85.82,1730.58,credit card,no,13-24 Months,No,High Value
C03789,45,fiber optic,month-to-month,76.64,3479.09,credit card,yes,25-48 Months,No,Medium Value
C03790,43,fiber optic,two year,74.89,3258.02,bank transfer,no,25-48 Months,No,Medium Value
C03791,63,dsl,month-to-month,62.95,4132.8,electronic check,no,49-72 Months,No,Medium Value
C03792,14,dsl,two year,42.54,682.54,bank transfer,no,13-24 Months,No,Medium Value
C03793,31,fiber optic,one year,84.67,2400.72,electronic check,yes,25-48 Months,No,High Value
C03794,53,no internet,two year,61.76,3749.61,credit card,yes,49-72 Months,No,Medium Value
C03795,69,dsl,month-to-month,87.51,6377.88,credit card,no,49-72 Months,No,High Value
C03796,55,dsl,one year,27.77,1329.84,electronic check,no,49-72 Months,No,Low Value
C03797,18,dsl,month-to-month,43.76,716.31,electronic check,no,13-24 Months,No,Medium Value
C03798,29,dsl,one year,98.49,2662.46,mailed check,no,25-48 Months,No,High Value
C03799,22,fiber optic,one year,67.42,1577.45,electronic check,no,13-24 Months,No,Medium Value
C03800,57,no internet,two year,47.58,3080.57,electronic check,no,49-72 Months,No,Medium Value
C03801,20,dsl,month-to-month,70.61,1463.05,electronic check,no,13-24 Months,No,Medium Value
C03802,60,no internet,month-to-month,88.95,6067.71,mailed check,no,49-72 Months,No,High Value
C03803,26,fiber optic,month-to-month,37.34,995.13,credit card,no,25-48 Months,No,Low Value
C03804,5,fiber optic,month-to-month,42.82,227.48,credit card,yes,0-12 Months,Yes,Medium Value
C03805,17,dsl,two year,96.6,1715.87,electronic check,yes,13-24 Months,No,High Value
C03806,58,no internet,one year,50.29,3330.92,electronic check,no,49-72 Months,No,Medium Value
C03807,33,dsl,month-to-month,135.88,3826.8,bank transfer,yes,25-48 Months,No,High Value
C03808,28,no internet,month-to-month,36.24,931.57,mailed check,no,25-48 Months,No,Low Value
C03809,55,fiber optic,two year,59.7,3650.24,credit card,no,49-72 Months,No,Medium Value
C03810,0,fiber optic,month-to-month,90.57,98.29,mailed check,no,0-12 Months,Yes,High Value
C03811,30,no internet,two year,82.58,2738.35,mailed check,no,25-48 Months,No,High Value
C03812,64,fiber optic,month-to-month,62.89,4069.42,mailed check,no,49-72 Months,No,Medium Value
C03813,70,dsl,month-to-month,90.99,6432.16,electronic check,yes,49-72 Months,No,High Value
C03814,36,dsl,month-to-month,58.39,2006.23,credit card,no,25-48 Months,No,Medium Value
C03815,42,fiber optic,two year,43.96,1904.92,unknown,no,25-48 Months,No,Medium Value
C03816,63,no internet,month-to-month,64.8,3875.7,electronic check,yes,49-72 Months,No,Medium Value
C03817,67,no internet,two year,35.98,2285.82,credit card,no,49-72 Months,No,Low Value
C03818,4,unknown,one year,70.65,319.64,credit card,no,0-12 Months,No,Medium Value
C03819,16,dsl,month-to-month,45.27,671.25,credit card,no,13-24 Months,No,Medium Value
C03820,49,dsl,month-to-month,64.49,3275.52,bank transfer,no,49-72 Months,No,Medium Value
C03821,23,dsl,month-to-month,37.37,775.06,electronic check,no,13-24 Months,No,Low Value
C03822,0,dsl,one year,71.95,79.05,electronic check,yes,0-12 Months,No,Medium Value
C03823,10,dsl,one year,41.36,474.59,electronic check,no,0-12 Months,No,Medium Value
C03824,37,dsl,month-to-month,64.64,2168.54,mailed check,yes,25-48 Months,No,Medium Value
C03825,55,dsl,month-to-month,85.08,5034.1,electronic check,no,49-72 Months,No,High Value
C03826,2,fiber optic,two year,64.7,120.09,credit card,no,0-12 Months,No,Medium Value
C03827,19,no internet,two year,60.64,1125.87,mailed check,no,13-24 Months,No,Medium Value
C03828,3,fiber optic,two year,76.64,220.82,bank transfer,no,0-12 Months,No,Medium Value
C03829,70,fiber optic,one year,63.01,4539.2,electronic check,no,49-72 Months,No,Medium Value
C03830,32,fiber optic,one year,59.31,1910.17,credit card,no,25-48 Months,No,Medium Value
C03831,57,no internet,month-to-month,36.65,1814.41,bank transfer,no,49-72 Months,No,Low Value
C03832,59,dsl,month-to-month,77.77,4394.96,credit card,yes,49-72 Months,No,Medium Value
C03833,44,no internet,one year,43.13,1748.62,unknown,no,25-48 Months,No,Medium Value
C03834,3,dsl,month-to-month,102.95,314.45,electronic check,yes,0-12 Months,No,High Value
C03835,44,dsl,month-to-month,46.86,1803.62,electronic check,no,25-48 Months,No,Medium Value
C03836,16,fiber optic,month-to-month,94.18,1700.82,electronic check,yes,13-24 Months,No,High Value
C03837,71,no internet,month-to-month,53.99,3660.3,electronic check,no,49-72 Months,No,Medium Value
C03838,33,fiber optic,month-to-month,68.29,2402.55,credit card,no,25-48 Months,No,Medium Value
C03839,23,dsl,one year,65.59,1469.89,bank transfer,no,13-24 Months,No,Medium Value
C03840,22,fiber optic,month-to-month,22.33,430.57,electronic check,yes,13-24 Months,No,Low Value
C03841,28,fiber optic,month-to-month,26.23,746.17,credit card,no,25-48 Months,No,Low Value
C03842,62,dsl,month-to-month,77.28,5188.44,mailed check,yes,49-72 Months,No,Medium Value
C03843,58,dsl,month-to-month,102.99,6102.29,credit card,yes,49-72 Months,No,High Value
C03844,54,no internet,one year,53.42,2457.79,electronic check,yes,49-72 Months,No,Medium Value
C03845,64,dsl,one year,81.22,4779.25,credit card,no,49-72 Months,No,High Value
C03846,65,dsl,one year,77.04,4320.19,credit card,no,49-72 Months,No,Medium Value
C03847,54,dsl,one year,72.29,4238.54,electronic check,no,49-72 Months,No,Medium Value
C03848,47,dsl,month-to-month,106.11,4987.17,electronic check,no,25-48 Months,No,High Value
C03849,6,fiber optic,month-to-month,63.93,382.25,electronic check,yes,0-12 Months,Yes,Medium Value
C03850,50,no internet,month-to-month,51.63,2581.5,electronic check,no,49-72 Months,No,Medium Value
C03851,59,dsl,two year,116.01,5996.68,electronic check,yes,49-72 Months,No,High Value
C03852,63,no internet,one year,68.95,4608.79,electronic check,no,49-72 Months,No,Medium Value
C03853,23,fiber optic,one year,51.22,1142.88,electronic check,yes,13-24 Months,No,Medium Value
C03854,56,fiber optic,month-to-month,75.0,3887.9,electronic check,no,49-72 Months,No,Medium Value
C03855,19,dsl,month-to-month,61.97,1292.29,mailed check,no,13-24 Months,No,Medium Value
C03856,5,fiber optic,two year,73.06,349.75,mailed check,no,0-12 Months,No,Medium Value
C03857,7,fiber optic,month-to-month,73.94,548.43,electronic check,no,0-12 Months,Yes,Medium Value
C03858,38,fiber optic,month-to-month,100.79,3583.65,electronic check,yes,25-48 Months,No,High Value
C03859,59,dsl,month-to-month,54.97,2898.02,mailed check,yes,49-72 Months,No,Medium Value
C03860,14,fiber optic,two year,70.18,951.77,bank transfer,yes,13-24 Months,No,Medium Value
C03861,71,no internet,one year,76.05,4855.9,electronic check,no,49-72 Months,No,Medium Value
C03862,10,no internet,month-to-month,80.74,756.04,credit card,no,0-12 Months,No,High Value
C03863,46,dsl,month-to-month,101.48,3982.92,electronic check,yes,25-48 Months,No,High Value
C03864,25,fiber optic,two year,87.91,2061.88,credit card,no,25-48 Months,No,High Value
C03865,64,dsl,one year,86.21,5188.32,bank transfer,no,49-72 Months,No,High Value
C03866,13,dsl,month-to-month,85.74,963.74,electronic check,yes,13-24 Months,No,High Value
C03867,24,fiber optic,two year,74.31,1976.23,bank transfer,no,13-24 Months,No,Medium Value
C03868,49,fiber optic,month-to-month,55.84,3078.66,electronic check,no,49-72 Months,No,Medium Value
C03869,37,fiber optic,month-to-month,60.89,2280.9,mailed check,no,25-48 Months,No,Medium Value
C03870,10,fiber optic,one year,89.75,1001.35,mailed check,yes,0-12 Months,No,High Value
C03871,71,fiber optic,month-to-month,34.62,2246.26,electronic check,no,49-72 Months,No,Low Value
C03872,5,fiber optic,month-to-month,70.48,352.40000000000003,bank transfer,no,0-12 Months,Yes,Medium Value
C03873,6,fiber optic,month-to-month,71.56,402.56,credit card,yes,0-12 Months,Yes,Medium Value
C03874,14,fiber optic,month-to-month,15.0,205.46,credit card,yes,13-24 Months,No,Low Value
C03875,34,fiber optic,two year,38.98,1228.83,bank transfer,yes,25-48 Months,No,Low Value
C03876,15,unknown,month-to-month,71.4,1224.02,mailed check,no,13-24 Months,No,Medium Value
C03877,72,fiber optic,month-to-month,43.96,3102.84,electronic check,no,49-72 Months,No,Medium Value
C03878,11,fiber optic,two year,68.74,851.34,bank transfer,no,0-12 Months,No,Medium Value
C03879,13,unknown,one year,74.91,964.21,bank transfer,no,13-24 Months,No,Medium Value
C03880,48,fiber optic,two year,38.65,1772.73,credit card,no,25-48 Months,No,Low Value
C03881,69,fiber optic,month-to-month,25.11,1743.84,electronic check,yes,49-72 Months,No,Low Value
C03882,19,dsl,month-to-month,50.23,1011.27,credit card,no,13-24 Months,No,Medium Value
C03883,28,fiber optic,two year,66.04,1653.76,bank transfer,no,25-48 Months,No,Medium Value
C03884,11,dsl,month-to-month,48.89,605.12,credit card,no,0-12 Months,No,Medium Value
C03885,1,dsl,month-to-month,108.26,113.37,credit card,yes,0-12 Months,No,High Value
C03886,11,unknown,month-to-month,57.94,627.77,electronic check,no,0-12 Months,No,Medium Value
C03887,57,fiber optic,month-to-month,66.51,3674.86,electronic check,no,49-72 Months,No,Medium Value
C03888,26,fiber optic,two year,79.08,2097.73,bank transfer,no,25-48 Months,No,Medium Value
C03889,47,fiber optic,month-to-month,80.99,4001.91,bank transfer,no,25-48 Months,No,High Value
C03890,19,dsl,month-to-month,41.19,827.06,credit card,no,13-24 Months,No,Medium Value
C03891,38,fiber optic,month-to-month,59.27,2215.8,bank transfer,yes,25-48 Months,No,Medium Value
C03892,55,no internet,one year,34.17,1993.21,credit card,no,49-72 Months,No,Low Value
C03893,24,fiber optic,month-to-month,61.87,1353.84,electronic check,no,13-24 Months,No,Medium Value
C03894,62,dsl,one year,41.29,2621.78,credit card,no,49-72 Months,No,Medium Value
C03895,25,dsl,month-to-month,62.04,1509.88,credit card,no,25-48 Months,No,Medium Value
C03896,43,dsl,two year,84.26,3518.93,bank transfer,no,25-48 Months,No,High Value
C03897,38,no internet,month-to-month,114.82,4534.56,electronic check,no,25-48 Months,No,High Value
C03898,24,fiber optic,month-to-month,59.46,1544.09,electronic check,no,13-24 Months,No,Medium Value
C03899,6,unknown,one year,78.93,407.36,bank transfer,no,0-12 Months,No,Medium Value
C03900,16,fiber optic,month-to-month,124.64,2019.82,credit card,no,13-24 Months,No,High Value
C03901,37,fiber optic,one year,84.77,2769.4,mailed check,no,25-48 Months,No,High Value
C03902,40,fiber optic,one year,15.0,530.23,electronic check,no,25-48 Months,No,Low Value
C03903,19,fiber optic,month-to-month,70.17,1399.5,electronic check,no,13-24 Months,No,Medium Value
C03904,37,dsl,one year,72.12,3019.18,unknown,no,25-48 Months,No,Medium Value
C03905,66,fiber optic,month-to-month,63.58,4362.77,electronic check,no,49-72 Months,No,Medium Value
C03906,14,no internet,one year,64.0,763.83,electronic check,no,13-24 Months,No,Medium Value
C03907,66,dsl,month-to-month,105.17,6528.51,credit card,no,49-72 Months,No,High Value
C03908,17,fiber optic,month-to-month,79.7,1545.81,electronic check,no,13-24 Months,No,Medium Value
C03909,44,no internet,month-to-month,72.69,3574.04,electronic check,yes,25-48 Months,No,Medium Value
C03910,61,fiber optic,two year,66.67,3591.11,electronic check,no,49-72 Months,No,Medium Value
C03911,51,dsl,month-to-month,90.76,4635.6,credit card,no,49-72 Months,No,High Value
C03912,18,fiber optic,month-to-month,82.24,1297.24,electronic check,no,13-24 Months,No,High Value
C03913,45,dsl,month-to-month,30.01,1198.14,bank transfer,yes,25-48 Months,No,Low Value
C03914,39,no internet,one year,57.66,1916.28,credit card,no,25-48 Months,No,Medium Value
C03915,16,fiber optic,two year,83.5,1321.64,electronic check,no,13-24 Months,No,High Value
C03916,54,fiber optic,month-to-month,99.51,5740.61,mailed check,yes,49-72 Months,No,High Value
C03917,46,fiber optic,month-to-month,18.23,889.77,credit card,yes,25-48 Months,No,Low Value
C03918,64,no internet,month-to-month,88.41,6124.82,mailed check,no,49-72 Months,No,High Value
C03919,34,dsl,month-to-month,71.29,2454.02,bank transfer,yes,25-48 Months,No,Medium Value
C03920,8,fiber optic,month-to-month,82.12,657.51,mailed check,yes,0-12 Months,Yes,High Value
C03921,13,dsl,month-to-month,92.98,1276.25,credit card,no,13-24 Months,No,High Value
C03922,57,fiber optic,one year,48.27,3091.59,bank transfer,no,49-72 Months,No,Medium Value
C03923,14,fiber optic,one year,82.76,1076.84,electronic check,no,13-24 Months,No,High Value
C03924,49,fiber optic,two year,87.69,4908.33,electronic check,no,49-72 Months,No,High Value
C03925,54,no internet,two year,28.68,1623.34,bank transfer,no,49-72 Months,No,Low Value
C03926,63,fiber optic,one year,70.15,4002.39,credit card,no,49-72 Months,No,Medium Value
C03927,39,dsl,two year,55.74,1968.05,electronic check,no,25-48 Months,No,Medium Value
C03928,42,dsl,two year,44.98,2114.18,unknown,no,25-48 Months,No,Medium Value
C03929,66,fiber optic,month-to-month,119.27,8112.5,bank transfer,yes,49-72 Months,No,High Value
C03930,17,dsl,two year,71.73,1345.43,electronic check,no,13-24 Months,No,Medium Value
C03931,39,fiber optic,month-to-month,81.64,3607.75,credit card,no,25-48 Months,No,High Value
C03932,13,no internet,month-to-month,55.72,793.58,mailed check,no,13-24 Months,No,Medium Value
C03933,20,fiber optic,month-to-month,88.86,1725.89,bank transfer,yes,13-24 Months,No,High Value
C03934,20,unknown,month-to-month,67.77,1195.26,bank transfer,no,13-24 Months,No,Medium Value
C03935,10,fiber optic,month-to-month,68.6,626.61,credit card,yes,0-12 Months,Yes,Medium Value
C03936,44,dsl,month-to-month,48.71,1978.54,mailed check,no,25-48 Months,No,Medium Value
C03937,34,dsl,month-to-month,80.15,2375.1,mailed check,no,25-48 Months,No,High Value
C03938,35,dsl,one year,99.86,3358.38,bank transfer,no,25-48 Months,No,High Value
C03939,43,no internet,one year,68.97,3087.52,bank transfer,no,25-48 Months,No,Medium Value
C03940,8,no internet,month-to-month,83.28,741.75,bank transfer,no,0-12 Months,No,High Value
C03941,1,fiber optic,one year,51.42,54.56,credit card,no,0-12 Months,No,Medium Value
C03942,33,fiber optic,two year,88.95,2662.21,credit card,no,25-48 Months,No,High Value
C03943,63,unknown,month-to-month,39.08,2291.03,electronic check,no,49-72 Months,No,Low Value
C03944,53,dsl,month-to-month,30.62,1640.91,credit card,yes,49-72 Months,No,Low Value
C03945,72,fiber optic,month-to-month,77.88,5682.89,mailed check,no,49-72 Months,No,Medium Value
C03946,17,fiber optic,one year,45.64,763.12,mailed check,yes,13-24 Months,No,Medium Value
C03947,36,fiber optic,one year,75.41,2433.24,electronic check,no,25-48 Months,No,Medium Value
C03948,18,fiber optic,month-to-month,87.81,1661.54,electronic check,no,13-24 Months,No,High Value
C03949,54,dsl,month-to-month,68.86,4238.59,electronic check,yes,49-72 Months,No,Medium Value
C03950,18,fiber optic,two year,72.23,1435.44,mailed check,no,13-24 Months,No,Medium Value
C03951,71,dsl,month-to-month,51.25,3540.96,credit card,no,49-72 Months,No,Medium Value
C03952,60,dsl,two year,48.47,2844.97,electronic check,no,49-72 Months,No,Medium Value
C03953,25,fiber optic,one year,104.23,2818.74,bank transfer,no,25-48 Months,No,High Value
C03954,41,fiber optic,two year,75.54,3419.8,mailed check,no,25-48 Months,No,Medium Value
C03955,72,fiber optic,month-to-month,88.74,6389.28,mailed check,no,49-72 Months,No,High Value
C03956,68,dsl,two year,85.62,5319.54,credit card,no,49-72 Months,No,High Value
C03957,70,dsl,month-to-month,92.93,6821.34,bank transfer,yes,49-72 Months,No,High Value
C03958,46,fiber optic,two year,79.08,3730.04,mailed check,no,25-48 Months,No,Medium Value
C03959,22,fiber optic,month-to-month,73.34,1483.28,mailed check,no,13-24 Months,No,Medium Value
C03960,48,dsl,month-to-month,25.83,1405.69,mailed check,no,25-48 Months,No,Low Value
C03961,27,fiber optic,month-to-month,70.21,1637.31,credit card,yes,25-48 Months,No,Medium Value
C03962,34,fiber optic,month-to-month,43.82,1653.33,mailed check,no,25-48 Months,No,Medium Value
C03963,13,dsl,month-to-month,81.41,1171.88,mailed check,yes,13-24 Months,No,High Value
C03964,0,fiber optic,month-to-month,77.26,79.47,bank transfer,yes,0-12 Months,Yes,Medium Value
C03965,49,fiber optic,month-to-month,98.9,4290.8,credit card,yes,49-72 Months,No,High Value
C03966,67,dsl,two year,90.72,6393.45,bank transfer,no,49-72 Months,No,High Value
C03967,36,unknown,one year,51.53,1752.8,bank transfer,no,25-48 Months,No,Medium Value
C03968,59,dsl,month-to-month,83.83,5483.03,credit card,no,49-72 Months,No,High Value
C03969,69,fiber optic,one year,44.05,3025.49,bank transfer,yes,49-72 Months,No,Medium Value
C03970,27,fiber optic,month-to-month,114.89,2754.61,electronic check,yes,25-48 Months,No,High Value
C03971,41,fiber optic,one year,82.56,2976.55,electronic check,no,25-48 Months,No,High Value
C03972,69,dsl,month-to-month,73.89,4610.17,credit card,yes,49-72 Months,No,Medium Value
C03973,20,fiber optic,one year,82.31,1704.92,credit card,no,13-24 Months,No,High Value
C03974,67,dsl,one year,70.21,4520.91,electronic check,no,49-72 Months,No,Medium Value
C03975,19,dsl,two year,60.96,1145.42,credit card,no,13-24 Months,No,Medium Value
C03976,25,fiber optic,month-to-month,51.99,1345.28,electronic check,yes,25-48 Months,No,Medium Value
C03977,38,fiber optic,month-to-month,73.28,2961.67,mailed check,yes,25-48 Months,No,Medium Value
C03978,70,dsl,two year,76.57,5882.9,electronic check,no,49-72 Months,No,Medium Value
C03979,56,fiber optic,one year,56.73,3232.86,credit card,yes,49-72 Months,No,Medium Value
C03980,40,dsl,one year,70.21,3977.55,mailed check,no,25-48 Months,No,Medium Value
C03981,15,fiber optic,month-to-month,49.43,831.38,credit card,no,13-24 Months,No,Medium Value
C03982,22,dsl,month-to-month,103.47,2276.34,electronic check,no,13-24 Months,No,High Value
C03983,2,dsl,two year,15.0,33.8,electronic check,no,0-12 Months,No,Low Value
C03984,4,dsl,one year,53.85,219.67,mailed check,yes,0-12 Months,No,Medium Value
C03985,72,dsl,one year,70.21,5979.91,electronic check,no,49-72 Months,No,Medium Value
C03986,14,dsl,one year,126.25,1819.51,bank transfer,no,13-24 Months,No,High Value
C03987,25,unknown,two year,81.62,1964.27,mailed check,no,25-48 Months,No,High Value
C03988,13,fiber optic,one year,90.85,1071.86,credit card,no,13-24 Months,No,High Value
C03989,41,fiber optic,month-to-month,70.21,3453.52,electronic check,yes,25-48 Months,No,Medium Value
C03990,32,dsl,one year,69.49,2283.69,bank transfer,no,25-48 Months,No,Medium Value
C03991,25,fiber optic,month-to-month,75.06,1686.91,credit card,no,25-48 Months,No,Medium Value
C03992,66,dsl,one year,84.66,4985.41,electronic check,no,49-72 Months,No,High Value
C03993,19,fiber optic,two year,74.54,1379.05,bank transfer,no,13-24 Months,No,Medium Value
C03994,18,fiber optic,one year,92.53,1526.13,electronic check,no,13-24 Months,No,High Value
C03995,38,fiber optic,one year,99.17,3418.13,bank transfer,yes,25-48 Months,No,High Value
C03996,48,dsl,one year,51.28,2092.72,mailed check,no,25-48 Months,No,Medium Value
C03997,68,dsl,two year,51.08,3216.83,electronic check,no,49-72 Months,No,Medium Value
C03998,19,no internet,one year,53.52,1088.95,electronic check,no,13-24 Months,No,Medium Value
C03999,20,fiber optic,month-to-month,92.9,2113.31,electronic check,yes,13-24 Months,No,High Value
C04000,8,dsl,month-to-month,56.3,401.25,electronic check,yes,0-12 Months,No,Medium Value
C04001,63,dsl,month-to-month,72.93,4338.2,electronic check,yes,49-72 Months,No,Medium Value
C04002,52,dsl,two year,74.64,4383.49,electronic check,no,49-72 Months,No,Medium Value
C04003,44,dsl,one year,51.64,2499.72,electronic check,no,25-48 Months,No,Medium Value
C04004,24,dsl,month-to-month,70.21,2188.23,electronic check,no,13-24 Months,No,Medium Value
C04005,23,fiber optic,two year,22.84,469.7,electronic check,no,13-24 Months,No,Low Value
C04006,41,fiber optic,month-to-month,80.74,3057.16,mailed check,yes,25-48 Months,No,High Value
C04007,25,fiber optic,one year,52.7,1223.07,credit card,yes,25-48 Months,No,Medium Value
C04008,32,dsl,month-to-month,46.56,1552.17,credit card,no,25-48 Months,No,Medium Value
C04009,37,fiber optic,month-to-month,50.67,1781.09,electronic check,no,25-48 Months,No,Medium Value
C04010,52,fiber optic,month-to-month,79.4,4128.8,bank transfer,no,49-72 Months,No,Medium Value
C04011,23,no internet,month-to-month,47.86,1093.78,mailed check,no,13-24 Months,No,Medium Value
C04012,66,no internet,month-to-month,75.82,4266.83,credit card,yes,49-72 Months,No,Medium Value
C04013,29,no internet,month-to-month,70.21,3032.79,credit card,yes,25-48 Months,No,Medium Value
C04014,71,dsl,month-to-month,140.0,8828.3,bank transfer,no,49-72 Months,No,High Value
C04015,4,dsl,two year,38.84,160.99,electronic check,yes,0-12 Months,No,Low Value
C04016,50,dsl,month-to-month,93.81,4147.81,credit card,yes,49-72 Months,No,High Value
C04017,52,dsl,month-to-month,48.41,2882.71,electronic check,no,49-72 Months,No,Medium Value
C04018,46,dsl,month-to-month,55.49,2246.99,credit card,no,25-48 Months,No,Medium Value
C04019,69,fiber optic,two year,15.0,939.53,bank transfer,no,49-72 Months,No,Low Value
C04020,72,fiber optic,month-to-month,47.88,3085.57,credit card,yes,49-72 Months,No,Medium Value
C04021,5,fiber optic,two year,103.84,578.09,electronic check,yes,0-12 Months,No,High Value
C04022,44,dsl,one year,53.68,2081.79,bank transfer,no,25-48 Months,No,Medium Value
C04023,35,dsl,month-to-month,69.33,2375.8,credit card,yes,25-48 Months,No,Medium Value
C04024,14,dsl,one year,88.62,1418.05,electronic check,no,13-24 Months,No,High Value
C04025,44,dsl,one year,62.19,2868.28,unknown,no,25-48 Months,No,Medium Value
C04026,6,fiber optic,one year,55.88,345.39,electronic check,yes,0-12 Months,No,Medium Value
C04027,19,dsl,month-to-month,67.71,1431.63,credit card,no,13-24 Months,No,Medium Value
C04028,72,dsl,month-to-month,55.81,4018.32,electronic check,no,49-72 Months,No,Medium Value
C04029,66,fiber optic,two year,70.75,4538.64,credit card,no,49-72 Months,No,Medium Value
C04030,27,no internet,two year,88.62,2644.36,credit card,no,25-48 Months,No,High Value
C04031,44,dsl,month-to-month,83.93,3394.7,unknown,no,25-48 Months,No,High Value
C04032,35,dsl,two year,66.76,2443.35,electronic check,no,25-48 Months,No,Medium Value
C04033,70,dsl,one year,132.26,9666.24,electronic check,yes,49-72 Months,No,High Value
C04034,27,fiber optic,month-to-month,81.63,2074.29,bank transfer,yes,25-48 Months,No,High Value
C04035,37,unknown,one year,30.08,1208.43,electronic check,no,25-48 Months,No,Low Value
